기준년월,행정동명,방문자 구분,방문자 수
20250401,충장동,외지인방문자(b),29278.0
20250401,충장동,전체방문자(a+b),54278.0
20250401,충장동,현지인방문자(a),25000.0
20250402,충장동,외지인방문자(b),29278.0
20250402,충장동,전체방문자(a+b),54859.0
20250402,충장동,현지인방문자(a),25582.0
20250403,충장동,외지인방문자(b),29942.0
20250403,충장동,전체방문자(a+b),54806.0
20250403,충장동,현지인방문자(a),24864.0
20250404,충장동,외지인방문자(b),37790.0
20250404,충장동,전체방문자(a+b),63802.0
20250404,충장동,현지인방문자(a),26012.0
20250405,충장동,외지인방문자(b),45426.0
20250405,충장동,전체방문자(a+b),65380.0
20250405,충장동,현지인방문자(a),19954.0
20250406,충장동,외지인방문자(b),38944.0
20250406,충장동,전체방문자(a+b),58090.0
20250406,충장동,현지인방문자(a),19145.0
20250407,충장동,외지인방문자(b),29026.0
20250407,충장동,전체방문자(a+b),53837.0
20250407,충장동,현지인방문자(a),24812.0
20250408,충장동,외지인방문자(b),30191.0
20250408,충장동,전체방문자(a+b),55370.0
20250408,충장동,현지인방문자(a),25179.0
20250409,충장동,외지인방문자(b),30317.0
20250409,충장동,전체방문자(a+b),55419.0
20250409,충장동,현지인방문자(a),25102.0
20250410,충장동,외지인방문자(b),32263.0
20250410,충장동,전체방문자(a+b),57596.0
20250410,충장동,현지인방문자(a),25333.0
20250411,충장동,외지인방문자(b),39070.0
20250411,충장동,전체방문자(a+b),64830.0
20250411,충장동,현지인방문자(a),25760.0
20250412,충장동,외지인방문자(b),49798.0
20250412,충장동,전체방문자(a+b),70147.0
20250412,충장동,현지인방문자(a),20349.0
20250413,충장동,외지인방문자(b),40680.0
20250413,충장동,전체방문자(a+b),59472.0
20250413,충장동,현지인방문자(a),18792.0
20250414,충장동,외지인방문자(b),26236.0
20250414,충장동,전체방문자(a+b),49340.0
20250414,충장동,현지인방문자(a),23104.0
20250415,충장동,외지인방문자(b),30821.0
20250415,충장동,전체방문자(a+b),56116.0
20250415,충장동,현지인방문자(a),25294.0
20250416,충장동,외지인방문자(b),33600.0
20250416,충장동,전체방문자(a+b),59493.0
20250416,충장동,현지인방문자(a),25893.0
20250417,충장동,외지인방문자(b),34416.0
20250417,충장동,전체방문자(a+b),59994.0
20250417,충장동,현지인방문자(a),25578.0
20250418,충장동,외지인방문자(b),38248.0
20250418,충장동,전체방문자(a+b),63956.0
20250418,충장동,현지인방문자(a),25708.0
20250419,충장동,외지인방문자(b),51650.0
20250419,충장동,전체방문자(a+b),72443.0
20250419,충장동,현지인방문자(a),20794.0
20250420,충장동,외지인방문자(b),40761.0
20250420,충장동,전체방문자(a+b),59742.0
20250420,충장동,현지인방문자(a),18980.0
20250421,충장동,외지인방문자(b),31248.0
20250421,충장동,전체방문자(a+b),56262.0
20250421,충장동,현지인방문자(a),25014.0
20250422,충장동,외지인방문자(b),29480.0
20250422,충장동,전체방문자(a+b),53266.0
20250422,충장동,현지인방문자(a),23786.0
20250423,충장동,외지인방문자(b),33862.0
20250423,충장동,전체방문자(a+b),59675.0
20250423,충장동,현지인방문자(a),25812.0
20250424,충장동,외지인방문자(b),34902.0
20250424,충장동,전체방문자(a+b),60168.0
20250424,충장동,현지인방문자(a),25266.0
20250425,충장동,외지인방문자(b),42592.0
20250425,충장동,전체방문자(a+b),68194.0
20250425,충장동,현지인방문자(a),25602.0
20250426,충장동,외지인방문자(b),60200.0
20250426,충장동,전체방문자(a+b),81714.0
20250426,충장동,현지인방문자(a),21514.0
20250427,충장동,외지인방문자(b),44877.0
20250427,충장동,전체방문자(a+b),64197.0
20250427,충장동,현지인방문자(a),19320.0
20250428,충장동,외지인방문자(b),33852.0
20250428,충장동,전체방문자(a+b),58846.0
20250428,충장동,현지인방문자(a),24994.0
20250429,충장동,외지인방문자(b),36190.0
20250429,충장동,전체방문자(a+b),61698.0
20250429,충장동,현지인방문자(a),25508.0
20250430,충장동,외지인방문자(b),42004.0
20250430,충장동,전체방문자(a+b),68366.0
20250430,충장동,현지인방문자(a),26362.0
